web-scraper-order,web-scraper-start-url,pagination,name,street,zip-code,city
"1632986674-8785","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Schulz","Kurpromenade 12","23669","Timmendorfer Strand"
"1632986685-9530","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Burmeister","Gieschenhagen 1a+b 1a/B 1a/b","23795","Bad Segeberg"
"1632986543-443","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Dirnberger","Neuhaus auf der Tratt 4","93170","Bernhardswald"
"1632986694-10054","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Leher","Paul-Schreier-Str. 9a","16761","Hennigsdorf"
"1632986578-3100","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Schuhböck","Geisenfelder Str. 74","85077","Manching"
"1632986634-6633","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA","Am Schützenplatz 1","49696","Molbergen"
"1632986543-1058","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Lohbankgasse 162","99869","Seebergen"
"1632986604-4687","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","E aktiv markt Keller","Cornel-Serr-Platz 6","68526","Ladenburg"
"1632986543-650","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Marktplatz 1 a","94124","Büchlberg"
"1632986617-5366","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Biermann","Kelberger Str. 39","56766","Ulmen"
"1632986661-8007","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Barleben","Breiteweg 52","39179","Barleben"
"1632986652-7475","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Herrmann","Heinrich-Nordhoff-Str. 1","38271","Baddeckenstedt"
"1632986598-4269","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","E aktiv markt Karow-Schäfer","Maichinger Str. 33","71106","Magstadt"
"1632986553-1654","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Didis","Semmelstr. 21","97273","Kuernach"
"1632986674-8912","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Kieler Str. 17 A","24790","Schacht-Audorf"
"1632986589-4044","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA","Kanderweg 21","79589","Binzen"
"1632986598-4396","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Fedele","Kurt-Gscheidle-Str. 1","75323","Bad Wildbad"
"1632986578-3198","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Elisabethstr. 186","84577","Tuessling"
"1632986674-8672","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Hauptstr. 18","25488","Holm"
"1632986652-7210","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Heil","Talbruchenstr. 8","36148","Uttrichshausen"
"1632986578-3387","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Haidorf","Kalmusstr. 2","88436","Oberessendorf"
"1632986589-3915","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","Decker´s Frische Center","Nussbacher Str. 37","77704","Oberkirch-Zusenhofen"
"1632986589-3642","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","E center Matkovic","Leonberger Str. 46-48","71254","Ditzingen"
"1632986578-2878","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Falterer & Sohn","Hauptstr. 20","85664","Hohenlinden"
"1632986685-9250","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Nah und Gut Baake","Bergstr. 12","27729","Vollersode"
"1632986661-7818","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","Herrmann GmbH & Co.KG","Gewerbestr. 2","35644","Hohenahr - Erda"
"1632986701-10400","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Leher","Fürstenwalder Allee 326","12589","Berlin-Rahnsdorf"
"1632986652-7446","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Klewno","Hoopstr. 4","37627","Stadtoldendorf"
"1632986543-940","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","Aktivmarkt Sczygiel & Pfister KG","Schweinfurter Str. 21","97493","Bergrheinfeld"
"1632986643-6871","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA","Mellinghofer Str. 83","46047","Oberhausen"
"1632986610-5104","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA","Seligenstädter Str. 60","63456","Hanau-Klein Auheim"
"1632986652-7389","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Königsallee 249","37079","Göttingen"
"1632986578-3390","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Karpfenweg 12","89584","Ehingen a. d. Donau"
"1632986634-6369","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","E-Center","Gutenbergstr. 115","47803","Krefeld"
"1632986674-8457","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Kilic","Bremer Str. 31-33","21073","Hamburg"
"1632986589-3631","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Geiger","Goetzstr. 34","74238","Krautheim"
"1632986530-268","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Göldner","Froebelstr. 3","02727","Neugersdorf"
"1632986543-976","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Milchhofstr. 1","96450","Coburg"
"1632986661-7926","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Walther","Alte Waldbreite 5a","38875","Elbingerode"
"1632986674-9008","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Nissen","Jaardenhuug 9","25938","Utersum"
"1632986685-9419","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E aktiv Markt Märkl","Tangstedter Landstr. 42","22415","Hamburg-Langenhorn"
"1632986553-1313","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Eisner","Am Kirchanger 1 F 14","94572","Schöfweg"
"1632986624-5982","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Kausemann","Frohnhofstr. 28","50765","Köln-Esch"
"1632986543-736","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Götz","Wildenauer Str. 7","92964","Etzenricht"
"1632986661-8090","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","Edeka Schenke Exp. GmbH","Hauptbahnhof","33330","Gütersloh"
"1632986578-3130","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Fanderl","Liegnitzer Str. 2","85053","Ingolstadt"
"1632986543-1004","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","E-Center","Rexrothstraße 1","97816","Lohr"
"1632986685-9652","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Kopp","Wiener Allee 36","24147","Kiel"
"1632986674-8907","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Ristow","Am Eksol 18","24248","Mönkeberg"
"1632986530-324","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Höhne","Markt 26","06925","Annaburg"
"1632986578-2933","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Miesbacher Str. 6","83703","Dürnbach"
"1632986643-6734","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Kaisers","Oberbilker Allee 78","40227","Düsseldorf-Oberbilk"
"1632986553-1668","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Schliermann","Bismarckstr. 8","97523","Schwanfeld"
"1632986701-10402","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Fil. 5429","Reichsstr. 94","14052","Berlin"
"1632986598-4392","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Aglasterhausen","Im Oberen Tal 3","74858","Aglasterhausen"
"1632986694-10034","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Safa","Berliner Str. 96","13507","Berlin"
"1632986578-2997","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Micheler","Regensburger Str. 44","86529","Schrobenhausen"
"1632986694-10024","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Peth","Berliner Allee 100","13088","Berlin"
"1632986553-1496","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Baechner","Ansbacher Str. 15","91541","Rothenburg"
"1632986598-4323","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Arlt & Trostel","Luigstr. 5","75428","Illingen"
"1632986530-242","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA","Hallesche Str.","06526","Südharz"
"1632986567-1978","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Kapellenstr. 21","82008","Unterhaching"
"1632986598-4205","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Krombholz","Rotebühlstr. 125","70178","Stuttgart"
"1632986624-5702","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Borsch","Bopparder Str. 80","56154","Boppard"
"1632986604-4789","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","E aktiv markt Haupter","Pfungstädter Straße3-7","64579","Gernsheim"
"1632986543-597","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","E aktiv Louzil","Kalkofenstr. 2","91227","Leinburg"
"1632986553-1540","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Dürr","Mergentheimer str. 10","97993","Creglingen"
"1632986624-5688","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","E center","Bosenheimer Str. 287","55543","Bad Kreuznach"
"1632986652-7696","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Kappe","Hindenburgstr. 32","31515","Wunstorf"
"1632986634-6131","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Moritz","Goethestr. 19","42489","Wülfrath"
"1632986701-10565","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Misigaiski","Berliner Weg 9","19348","Perleberg"
"1632986543-444","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Röckl","Straubinger Str. 25","94377","Steinach"
"1632986604-4931","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Bismor","Heuduckstr. 68","66117","Saarbrücken"
"1632986617-5495","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Weber","Von-Lilien-Str. 9","59759","Arnsberg"
"1632986694-10073","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA","Freienwalder Str. 45","16356","Werneuchen"
"1632986543-455","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Haidenburger Str. 5","94501","Aidenbach"
"1632986543-922","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Rother","Bahnhofstr. 8","96106","Ebern"
"1632986634-6427","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA","Ernst-Moritz-Arndt-Str. 44","47506","Neukirchen"
"1632986578-2728","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Sanetra","Burgauerstr. 200","81929","München"
"1632986685-9110","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Husmann","Kirchweyher Str. 2b","28844","Weyhe"
"1632986567-2393","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E aktiv Markt Schmidl","Donauwörther Str. 25","86666","Burgheim"
"1632986567-2605","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Teufel","Konrad-Sam-Str. 21","89616","Rottenacker"
"1632986634-6316","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Oberhausen-Falkensteinstraße","Falkensteinstr. 130","46047","Oberhausen"
"1632986567-2206","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E xpress","Südliche Hauptstr. 4","83700","Rottach-Egern"
"1632986674-8440","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Kürbsweg 10-12","21217","Meckelfeld"
"1632986685-9337","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Osterstr 86","20259","Hamburg"
"1632986567-2296","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Hauptstr. 1","83131","Nußdorf"
"1632986674-8267","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Gieseke","Hannoverische Heerstr. 99-101","29227","Celle"
"1632986543-567","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Oswald","Am Alten Sportplatz 2","94259","Kirchberg"
"1632986694-10197","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","E aktiv markt Wagner","Ehm - Welk - Str. 33a","18209","Bad Doberan"
"1632986578-2820","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","E xpress","Hauptplatz 4","82131","Gauting"
"1632986643-7162","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Kusenberg","Am Sandthof 20-22","47574","Goch"
"1632986685-9310","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Max Brauer Allee 163","22769","Hamburg"
"1632986674-8905","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Alpen","Dorfstr. 28","24257","Hohenfelde"
"1632986578-2977","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Schweiger","Küpferlingstr. 2","83022","Rosenheim"
"1632986685-9443","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Rugenbarg 19","22850","Norderstedt"
"1632986567-2133","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Hauptstr. 1","86510","Ried"
"1632986604-4938","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Schäfer","Saarbrücker Str. 2a","66625","Nohfelden-Türkismühle"
"1632986553-1223","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Stadler + Honner","Bayerwaldstr. 24","94360","Mitterfels"
"1632986567-1953","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Dachauer Str. 457","80993","München"
"1632986598-4336","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA","Kochgrabenring","74850","Schefflenz"
"1632986661-7858","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Ermschwerder Str. 41","37213","Witzenhausen"
"1632986634-6508","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Brüggemeier Getränkemarkt","Kenger Weg 4","47647","Kerken-Nieukerk"
"1632986617-5330","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","Neukauf","August-Horch-Str. 56","56751","Polch"
"1632986643-6713","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Bilgin","Rheinfährstr. 117c","41468","Neuss"
"1632986674-8929","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Pahl","Dorfstr. 6","24791","Alt Duvenstedt"
"1632986643-7141","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Edeka Reuling","Kurfürstenstr. 145","46395","Bocholt"
"1632986661-8059","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Bartsch","Campenstr. 13-15","38165","Lehre"
"1632986624-5897","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Breuer","Walberberger Str. 59","53332","Bornheim-Walberberg"
"1632986610-5074","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Bürstadt","Wilhelminenstr. 2","68642","Bürstadt"
"1632986604-4785","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA","Konrad-Adenauer-Str. 83","63322","Rödermark-Urberach"
"1632986617-5279","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","E aktiv markt Grennrich","Dr. Martin-Luther-King Weg 20","55122","Mainz"
"1632986598-4306","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","E center Weil der Stadt","Hermann-Schnaufer-Str. 7","71263","Weil der Stadt"
"1632986589-3558","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Jäger","Ankunft Terminal 3","70629","Stuttgart Flughafen"
"1632986530-224","https://www.meinprospekt.de/filialen/edeka/0","","E-Center","Provianthofstraße 3","01099","Dresden"
"1632986624-5842","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Simon Getränkemarkt","Bahnhofstr. 72","59872","Meschede-Freienohl"
"1632986634-6263","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Buller","Dreibrückenstr. 60","48231","Warendorf"
"1632986634-6375","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Wondrak Poppe","Münsterstr. 36","49176","Hilter Am Teutoburger Wald"
"1632986567-2477","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Böhr","Postgasse 7","83329","Waging Am See"
"1632986567-2516","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Georg-Weinhart-Str. 6","89423","Gundelfingen"
"1632986685-9100","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Stellmann","Sudweyher Str. 7","28857","Syke"
"1632986643-6869","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Edeka Olgemöller","Dorfstr. 39","48308","Ottmarsbocholt"
"1632986685-9294","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Süllau Mölln","Grambeker Weg 45","23879","Mölln"
"1632986685-9343","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Center Schomacker","Am Neumarkt 1","27628","Hagen Im Bremischen"
"1632986701-10696","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Paul","Strandstr. 6","17449","Karlshagen"
"1632986643-6675","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Patzer","Eichwaldstr. 5-7","44319","Dortmund - Wickede"
"1632986694-10246","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Zwinkmann","Ostbahnstr. 20","18586","Sellin"
"1632986553-1309","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Hehenberger","Schärdinger Str. 4","94127","Neuburg a.Inn"
"1632986674-8846","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Metscher","Cuxhavener str. 100","27476","Cuxhaven"
"1632986543-1040","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Kasselerstr. 42","98574","Schmalkalden"
"1632986553-1244","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Thüringer Straße 4","92318","Neumarkt"
"1632986701-10670","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","Frischemarkt Bornmann","Markt 13","17440","Lassan"
"1632986543-852","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Buergermeister-Kleinlein-Str. 2","94136","Thurnau"
"1632986685-9700","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Frischemarkt Hamann","Weberberg 2","24251","Osdorf"
"1632986674-8408","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Schreiber","Niedersachsenstr. 19","21244","Buchholz I.D.N./Sprötze"
"1632986685-9366","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Frischemarkt Pippow","Sülldorfer Landstr. 3","22589","Hamburg"
"1632986634-6457","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA KRETSCHMER","Daruper Str. 14","48301","Nottuln"
"1632986685-9401","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Masla","Westring 4a","26655","Westerstede"
"1632986674-8625","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Wiefelstede","Mühlenstr. 2a","26215","Wiefelstede"
"1632986610-5082","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA","Einsteinstr. 2","63110","Rodgau-Niederroden"
"1632986694-9877","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Scheibner","Fritz-Reuter-Allee 184","12359","Berlin-Britz"
"1632986634-6164","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","E center Gossens","Schellbergstr. 9","41469","Neuss"
"1632986578-3392","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Aumann","Am Sägeplatz 2","88178","Heimenkirch"
"1632986674-8799","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Thueringer Str. 9","26723","Emden"
"1632986553-1123","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Zocher","Arnstorfer Str. 4","94436","Simbach"
"1632986567-2155","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Manhart","Alpersdorfer Str. 2","85419","Mauern"
"1632986634-6361","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Haveresch","Orkotten 44","48291","Telgte"
"1632986598-4071","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Mangold","Einhornstr. 110","73529","Schwäbisch-Gmünd / Straßdorf"
"1632986634-6506","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Kutsche","Lotter Str. 58-61","49078","Osnabrück"
"1632986634-6520","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Komp","Felixstowe-Straße. 5","46485","Wesel-Obrighoven"
"1632986701-10342","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Prang","Mariendorfer Damm 81","12109","Berlin"
"1632986553-1728","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Höhn","Industriestr. 14","96342","Stockheim"
"1632986685-9206","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Möllner Str. 22b","19205","Büchen"
"1632986578-2891","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Hauptstr. 103","82327","Tutzing"
"1632986543-625","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Saxinger","Buchenweg 13","94261","Kirchdorf i. Wald"
"1632986661-7776","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Eisenacher Str. 50-54","36217","Ronshausen"
"1632986543-375","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Horeb","Straßmühlweg 1","94339","Leiblfing"
"1632986553-1613","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Frischemarkt Schliermann","Weingartenstr. 2","97337","Dettelbach"
