web-scraper-order,web-scraper-start-url,pagination,name,street,zip-code,city
"1632986543-750","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Pöschl","Dreisesselstr. 48","94089","Neureichenau"
"1632986634-6535","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Brüggemeier","Annastr. 19","47608","Geldern"
"1632986643-6918","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Römelt","Von der Mark Str. 34","47137","Duisburg-Meiderich"
"1632986553-1716","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Maul","Hainleinstr. 56-58","97464","Niederwerrn"
"1632986661-8067","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","E center","Friedrich-Ebert-Platz. 25","31226","Peine"
"1632986701-10648","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","nah & frisch Dubowski","Friedensstr. 23","17179","Gnoien"
"1632986589-3949","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","E aktiv Markt Gitzinger","Hansjakobstr. 158","79117","Freiburg"
"1632986634-6186","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Lemberg","Schaffelhofer Weg 17","45277","Essen"
"1632986617-5391","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Jung","Brölstr. 2d","53809","Ruppichteroth"
"1632986589-3963","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA","Nägeleseestr. 4","79102","Freiburg"
"1632986674-8530","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Süllau Mölln","Grambeker Weg 45","23879","Mölln"
"1632986543-679","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Dorok","Theodor-Heuss-Str. 1","90765","Fuerth-Stadeln"
"1632986530-260","https://www.meinprospekt.de/filialen/edeka/0","","E-Märkte Jentzsch Ute","Kirchplatz 2","01558","Großenhain"
"1632986567-2169","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Castro","Gewerbering 1","86931","Prittriching"
"1632986553-1479","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Louzil","Forchheimerstr. 3","91338","Igensdorf"
"1632986530-156","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Bellmann","Poststr. 1","09306","Rochlitz"
"1632986674-8634","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Hoergensweg 5","22523","Hamburg"
"1632986598-4649","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA","Markgrafenstr. 1","79639","Grenzach-Wyhlen"
"1632986685-9673","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Hauschildt","Konrad-Adenauer-Str. 1","24768","Rendsburg"
"1632986701-10663","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","E aktiv Markt Kaiser","Am Parkplatz 10","18230","Ostseebad Rerik"
"1632986701-10401","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Siebert","Hasenheide 57","10967","Berlin"
"1632986685-9453","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Meyer","Gasteweg 1","26847","Detern"
"1632986598-4243","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Ueltzhöfer","Mühlweg 20","74199","Untergruppenbach"
"1632986604-4720","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","E neukauf MA-Käfertal","Am Ullrichsberg 15","68309","Mannheim"
"1632986617-5571","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA","Felderstr. 55","51371","Leverkusen-Rheindorf"
"1632986543-470","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Stadler + Honner","Bayerwaldstr. 24","94360","Mitterfels"
"1632986694-9924","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Reichelt","Obstallee 28","13593","Berlin-Staaken"
"1632986610-5007","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Zipser","Oberdorfstr. 8","68542","Heddesheim"
"1632986578-2751","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Landsberger Str. 390","80687","München"
"1632986661-8194","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Köpper","Bergkrug 13","31691","Helpsen"
"1632986553-1585","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Schneidermarkt","Lehengraben 2","95463","Bindlach"
"1632986567-2607","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Aumann","Bahnhofstr. 48","88175","Scheidegg"
"1632986553-1256","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Bugl","Bayerweg 2","94379","St. Englmar"
"1632986652-7298","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Nürnberger Str. 4","34212","Melsungen"
"1632986589-3511","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","E aktiv markt Lämmle","Dr.-Hockertz-Str. 42","73635","Rudersberg"
"1632986643-6940","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Nientied","Wolbeckerstr. 280","48155","Münster"
"1632986567-2327","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Wolf","Frontenhausener Str. 64","84137","Vilsbiburg"
"1632986598-4600","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Rees","Basler Landstr. 30a","79111","Freiburg"
"1632986578-2806","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Peschel","Gautinger Str. 23","82131","Stockdorf"
"1632986661-7781","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","E aktiv Markt Raub","Marktplatz 12","36214","Nentershausen"
"1632986543-570","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","Boema","Münchner Str. 41","91567","Herrieden"
"1632986701-10605","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","Frischemarkt Wessel","Große str. 58","17217","Penzlin"
"1632986567-2175","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Ludwigstr. 44","86316","Friedberg"
"1632986643-7059","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Nah und Gut Möllenkamp","Schützenstr. 58-60","49084","Osnabrück-Schinkel-Schinkel"
"1632986685-9488","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E aktiv markt Weiser","Hainholzer Damm 5","25337","Elmshorn"
"1632986643-6840","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Frischecenter Burkowski","Wolfsbankring 34","45355","Essen"
"1632986661-8019","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","E center Frank Jeschke","Rogätzer Str. 22","39326","Wolmirstedt"
"1632986643-6727","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Driller","Paracelsusstr. 47","42551","Velbert"
"1632986578-2723","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Oberbiberger Str. 1","81547","München"
"1632986674-8458","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Stanke","Hunoldstr. 60a","26203","Wardenburg"
"1632986578-2727","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Schaeftlarnstr. 181-183","81379","Muenchen"
"1632986634-6081","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Harbring","Im Belten  2","42929","Wermelskirchen"
"1632986624-5851","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Buschkühle","Lippstädter Str. 1-3","59602","Rüthen"
"1632986589-3842","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Fechtig","Auf der Breite 17","79865","Grafenhausen"
"1632986685-9306","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Drewes","Auedamm 3","21640","Horneburg"
"1632986643-6749","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Gronemann","Dortmunder Str. 32","44575","Castrop-Rauxel"
"1632986553-1278","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Ludwigstraße 7/9","91126","Schwabach"
"1632986674-8975","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Husumer Str. 28 B","25821","Breklum"
"1632986578-3164","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Groß","Ampfinger Str. 6","84494","Neumarkt St. Veit"
"1632986578-2767","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","E xpress","Bäckerstr. 1","81241","München"
"1632986598-4540","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Albrecht","St.-Christophorus-Str. 1","76863","Herxheim"
"1632986617-5334","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Fellenzer","Urbacher Str. 30","56305","Puderbach"
"1632986685-9224","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Wigger","Weserstr. 30","27804","Berne"
"1632986610-5076","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","nah und gut Patschull","In Der Kirchtanne 27","64297","Darmstadt-Eberstadt"
"1632986674-8364","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Jupiterstr. 2","28816","Stuhr"
"1632986543-731","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Neumeister","Am Europakanal 30","91056","Erlangen"
"1632986617-5524","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA","Otto - Hahn - Str. 19","59557","Lippstadt"
"1632986530-107","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA","Carl-von-Ossietzky-Str. 232","09127","Chemnitz-Gablenz"
"1632986624-5810","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Thomas","Pleistalstr. 29","53773","Hennef - Dambroich"
"1632986685-9636","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Till","Niedernstr. 9a","24589","Nortorf"
"1632986543-590","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Passauer Str. 18","94161","Ruderting"
"1632986634-6590","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Lindemann","Wiegbold 15","48683","Ahaus-Ottenstein"
"1632986604-4855","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Georg","Riedbergallee 34","60438","Frankfurt"
"1632986567-2167","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Oberwallner","Schulstr. 5","84432","Hohenpolding"
"1632986598-4215","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Neumann","Grazer Str. 34","70469","Stuttgart-Feuerbach"
"1632986543-420","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Stadler + Honner","Landshuter Str. 131","94315","Straubing"
"1632986643-6948","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Müser","Laenglingsweg 63","47447","Moers"
"1632986701-10507","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Schreiber","Rosa-Luxenburg-Damm 1","15366","Neuenhagen"
"1632986553-1139","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Nittendorf","Bernsteinstr. 3","93152","Nittendorf"
"1632986674-8661","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Sievers","Moorstr. 24-26","26871","Papenburg"
"1632986543-914","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Peks","Oberpleichfelder str. 2","97241","Bergtheim"
"1632986661-8212","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Burgwedeler Str.","30916","Isernhagen"
"1632986652-7391","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","E aktiv Markt Daube","Mühlenstr. 17","34359","Reinhardshagen"
"1632986685-9045","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Celler Str. 5 - 7","29348","Eschede"
"1632986674-8919","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Conklin","Steller Weg 2","25795","Weddingstedt"
"1632986694-9965","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Prskawetz","Osnabrücker Str. 27","10589","Berlin"
"1632986661-8018","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Schrader","Bahnhofstr. 2","38173","Sickte"
"1632986567-1880","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Weissenburger Straße 25","81667","Muenchen"
"1632986661-8245","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Center Apel","Bismarker Str. 84a","39606","Osterburg (Altmark)"
"1632986643-6688","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Nüsken","Im Defdahl 94-96","44141","Dortmund"
"1632986634-6550","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Wolf & Wolf","Geschwister-Voss-Str. 3","49497","Mettingen"
"1632986694-10144","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","CAP-Markt Dobbertin","Str. der Jugend 9a","19399","Dobbertin"
"1632986685-9028","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Ankermann","Hauptstr. 46","29399","Wahrenholz"
"1632986643-7205","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Meyer","Sigiltrastr. 11","49751","Sögel"
"1632986624-5841","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","E center Vogl","Basketsring 3","53123","Bonn-Duisdorf-Duisdorf"
"1632986543-812","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Schneidermarkt","Carl-Burger-Str. 8","95445","Bayreuth-Kreuz"
"1632986694-9896","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Berlin Britzer Damm","Britzer Damm 55-59","12347","Berlin"
"1632986598-4345","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA","Neuwiesenweg 17","73834","Elztal-Dallau"
"1632986553-1572","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Döring","Tütschengereuther 1","96194","Walsdorf"
"1632986652-7315","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Grifter Str. 8","34302","Guxhagen"
"1632986578-2994","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Pfarrer-Bezler-Str. 19","86316","Stätzling"
"1632986543-786","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","Edeka Schmid","Lerchenweg 3","97996","Niederstetten"
"1632986553-1443","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Furth","Glashüttenweg 31","93437","Furth Im Wald"
"1632986685-9149","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Bredow","Papenstr. 5","28195","Bremen"
"1632986553-1501","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Vohenstrauß","Böhmischbrucker Str. 3","92648","Vohenstrauß"
"1632986604-4919","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Hartmann","Schulstr. 2","66299","Friedrichsthal"
"1632986604-4695","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Stiegler","St.-German Str. 8","67346","Speyer"
"1632986578-2813","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Untere Bahnhofstr. 31","82110","Germering"
"1632986634-6308","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Barkow","Mellinghofer Str. 61","46047","Oberhausen"
"1632986652-7526","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Görge","David Mansfield Weg 20","38116","Braunschweig"
"1632986578-2690","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Fazlija","Isoldenstr. 39","80804","München"
"1632986701-10595","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Bessen","Prenzlauer Str. 4","17258","Feldberger Seenlandschaft"
"1632986543-709","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Gottsdorfer Str. 1","94107","Untergriesbach"
"1632986589-3538","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Reinhardt","Wiesenstr. 27-33","71364","Winnenden"
"1632986685-9203","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Frischecenter Dalinger","Am Saal 2","21217","Seevetal / Meckelfeld"
"1632986624-6050","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Bellefroid-Huppertz","Haarbachtalstr. 9-11","52080","Aachen-Haaren"
"1632986674-8314","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","E aktiv Markt Schwabe","Bahnhofstr. 24","29584","Himbergen"
"1632986553-1743","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Heglerstraße 4","97714","Oerlenbach"
"1632986685-9785","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Frischemarkt Gehrke","Berthin-Bleeg-Str. 17","25996","Wenningstedt"
"1632986634-6413","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","Kaisers","Auf Dem Graben 26","47839","Krefeld"
"1632986634-6400","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Rotthowe","Dorbaumstr. 3","48157","Münster"
"1632986643-7087","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Cord","Bahnhofstr. 6","49504","Lotte"
"1632986624-5811","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA markt Szepanski","Kölner Str. 35","51645","Gummersbach"
"1632986694-9973","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Woltersdorf","Vogelsdorfer Str. 2","15569","Woltersdorf"
"1632986685-9571","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E Center Frauen","Rotenbrook 4","25524","Itzehoe"
"1632986567-2279","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Bahnhofstr. 13 Rathausplatz","86368","Gersthofen"
"1632986634-6542","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA WOLF","Kirchstr. 16","49492","Westerkappeln"
"1632986701-10338","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Prskawetz","Joachim-Gottschalk-Weg 23","12353","Berlin"
"1632986685-9289","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Tamme","Glockengiesserwall 8","20095","Hamburg"
"1632986685-9133","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Greinert","Marktplatz 4","21379","Scharnebeck"
"1632986634-6174","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Knödgen","Alte Hauptstr. 98-100","45289","Essen"
"1632986604-4781","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","E aktiv markt Westphal","Fasaneriearkaden 7","63512","Hainburg / Klein-Krotzenburg"
"1632986694-9917","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Heerstraße","Heerstr. 284","13595","Berlin"
"1632986634-6119","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Dörfer","Brackeler Hellweg 137-143","44309","Dortmund"
"1632986634-6420","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Kiwall & Schürmann","Fuchsbreite 19","49186","Bad Iburg"
"1632986610-5198","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Ernst","Gewerbestr. 33","66482","Zweibrücken-Niederauerbach"
"1632986553-1107","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Dillinger Getränkemarkt","Donaupark 30","93309","Kelheim"
"1632986634-6402","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Rotthowe","Aegidiimarkt 7","48143","Münster"
"1632986553-1824","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Im Oberen Dorf 29","99518","Bad Sulza"
"1632986578-2731","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Fürstenrieder 21","Fürstenrieder Str. 21","80687","München"
"1632986634-6530","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Komp Getränkemarkt","Julius Leber Str. 6","46485","Wesel"
"1632986661-7739","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Marienstr. 2","36157","Ebersburg"
"1632986589-3988","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","Johannes Ruf Lebensmittel","Carl-Kistner-Str. 32-34","79115","Freiburg-Haslach"
"1632986624-6026","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Bertram","Haldenweg 3","58455","Witten"
"1632986610-5059","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA aktiv Markt","Ludwigshafener Str. 3","67125","Dannstadt-Schauernheim"
"1632986543-504","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","E aktiv Markt Kohl","Johann-Dach-Str. 15","94357","Konzell"
"1632986643-7113","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Benny Lurvink","Sonsbecker Str. 19a","46509","Xanten"
"1632986674-8377","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Kröger Handeloh","Am Markt 3","21256","Handeloh"
"1632986567-1906","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E xpress","Anglerstr. 6","80339","München"
"1632986567-2483","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Zellmeier","Bahnhofstr. 2","84082","Laberweinting"
"1632986543-987","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Koeditzer Str. 9","95030","Hof"
"1632986674-8777","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Nah und Gut Janssen","Peter-Grave-Str. 2","26419","Schortens"
"1632986634-6277","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Nikolaou","Bruchstr. 39","41812","Erkelenz-Lövenich"
"1632986578-3089","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Hauptstr. 1","83131","Nußdorf"
"1632986530-111","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Fiedler","Georgstr. 11","09111","Chemnitz"
"1632986598-4482","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","E aktiv Markt Völkle","Liedolsheimer Str. 25","76706","Dettenheim"
"1632986701-10316","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Gayermann","Marienfelder Allee 101","12277","Berlin-Marienfelde-Marienfelde"
